,ticker,date,volume,score,Open,High,Low,Close,Adj Close,Volume,company_name,MA10,MA20,MA50,MA100,macd,signal,rsi
150,AAPL,2018-05-31,497,0.28663581488933604,46.80500030517578,47.057498931884766,46.53499984741211,46.717498779296875,44.646766662597656,109931200.0,APPLE,59.11708297729492,59.676058292388916,59.378820152282714,59.4787935256958,-0.6372834348914793,0.08325618411069219,48.54911929452615
151,AAPL,2018-06-01,616,0.3228668831168831,46.997501373291016,47.564998626708984,46.9375,47.560001373291016,45.45192337036133,93770000.0,APPLE,60.61266689300537,60.1797999382019,59.67469352722168,59.528871860504154,-1.0814801330421346,0.6656245207445103,49.01498889595065
154,AAPL,2018-06-04,633,0.2505461295418641,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,45.83180618286133,105064800.0,APPLE,61.54948329925537,60.783616352081296,59.998883476257326,59.70343843460083,0.81863623293291,0.05193771541855775,48.72743163925117
155,AAPL,2018-06-05,875,0.25294022857142856,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,46.185394287109375,86264000.0,APPLE,56.572682571411136,60.147649669647215,59.08022674560547,59.003805007934574,-0.943440616720089,-0.502417309958876,49.5681442261099
156,AAPL,2018-06-06,507,0.3071051282051282,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.34547424316406,83734400.0,APPLE,63.36391620635986,61.76184997558594,60.8607266998291,59.964605045318606,-0.5221948934304663,0.8509312741728815,49.36281220080246
157,AAPL,2018-06-07,569,0.2959462214411248,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,46.22124099731445,85388800.0,APPLE,62.48921585083008,62.31284942626953,60.924496459960935,60.17977996826172,-1.2567836276064952,0.8927511093223929,48.82521359206505
158,AAPL,2018-06-08,735,0.16319877551020406,47.79249954223633,48.0,47.442501068115234,47.92499923706055,45.80073928833008,106627200.0,APPLE,65.76176605224609,63.71871614456177,62.363799781799315,60.54198818206787,1.2971083955473262,1.2223462872076394,47.44314132808083
161,AAPL,2018-06-11,507,0.25774457593688366,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,45.688446044921875,73234000.0,APPLE,62.29283332824707,62.391024589538574,61.45562641143799,60.398424949646,-0.18862431131962154,-0.4916781702992328,48.67531274706747
162,AAPL,2018-06-12,555,0.28793585585585585,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,45.93931198120117,67644400.0,APPLE,62.6087833404541,62.40194129943848,61.78708633422852,60.543581600189206,1.2623228101803718,-0.04345174553794928,48.10358764068345
163,AAPL,2018-06-13,537,0.30372532588454376,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.56181716918945,86553600.0,APPLE,62.76276550292969,62.527799415588376,62.05879291534424,60.72208152770996,1.6405456589090264,0.5500393243748656,47.645217328233315
164,AAPL,2018-06-14,548,0.3257653284671533,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.585716247558594,86440400.0,APPLE,65.24763221740723,60.702824401855466,62.07844295501709,60.728631553649905,0.17222258224256137,0.47447597594840474,47.652100663898025
165,AAPL,2018-06-15,590,0.26680050847457626,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,45.117435455322266,246876800.0,APPLE,62.14584941864014,62.460932445526126,62.363129463195804,61.50511148452759,2.2047140729579837,1.386384582541781,47.48255313489225
168,AAPL,2018-06-18,515,0.3160963106796117,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,45.09354782104492,73939600.0,APPLE,66.03389949798584,62.61829080581665,62.52590614318848,61.51690481185913,-1.8596362995328874,0.5851514908431095,48.539712468658095
169,AAPL,2018-06-19,657,0.22588386605783867,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.364837646484375,134314000.0,APPLE,60.44313335418701,61.294491386413576,62.212919540405274,60.87574314117432,-0.564282254911582,0.23658814512392257,48.03781061271096
170,AAPL,2018-06-20,511,0.3249305283757339,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.55835723876953,82514800.0,APPLE,64.81038360595703,65.42214155197144,62.81519962310791,61.83796316146851,-0.03549571041600075,0.2502007875393155,48.39738278672264
171,AAPL,2018-06-21,512,0.270863671875,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.30988311767578,102847600.0,APPLE,63.393333435058594,61.9182333946228,62.221383056640626,61.560189743041995,-0.4600795599039671,0.03613730331157669,48.282183148712974
172,AAPL,2018-06-22,420,0.2730683333333333,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,44.18086624145508,108801600.0,APPLE,61.16913318634033,63.017758464813234,62.25952301025391,61.54096477508545,-0.7597788291307594,0.18337584686898145,47.593848222545844
175,AAPL,2018-06-25,542,0.27642767527675277,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,43.523841857910156,126652400.0,APPLE,69.03880043029785,64.08209190368652,64.31944648742676,61.74958143234253,1.1435213579368337,0.9558822783094184,47.4086514056899
176,AAPL,2018-06-26,618,0.26601472491909384,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,44.06380844116211,98276800.0,APPLE,65.91541728973388,63.54227523803711,64.1925531387329,62.90292978286743,0.6100180081873958,0.3404627650390955,47.3635555404924
177,AAPL,2018-06-27,515,0.2864403883495145,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,43.99928283691406,101141200.0,APPLE,57.20686683654785,59.17586698532104,61.95650997161865,61.86874645233154,-4.626314773937118,-2.0730679185837495,49.47813030350763
178,AAPL,2018-06-28,499,0.29165911823647295,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.31943893432617,69460800.0,APPLE,61.38883323669434,61.39422483444214,62.44432331085205,62.41652811050415,-0.9971323376631744,0.40316610699760513,48.15132566560073
179,AAPL,2018-06-29,414,0.3145277777777778,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,44.22626495361328,90950800.0,APPLE,61.460599708557126,59.33373327255249,60.74666004180908,61.642544746398926,-4.538044538863552,-1.5440742925887423,49.50916396401301
182,AAPL,2018-07-02,416,0.25946850961538465,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.7208137512207,70925200.0,APPLE,56.64675006866455,59.44285802841186,62.16733005523682,62.707403049468994,-0.42399642967733087,-0.5188056974190246,47.557415409705975
183,AAPL,2018-07-03,333,0.284118018018018,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,43.94195556640625,55819200.0,APPLE,66.05590057373047,63.7582501411438,61.85346351623535,62.590866546630856,-1.5127719459609708,0.23262704324266842,48.91952713868533
185,AAPL,2018-07-05,386,0.24205259067357512,46.314998626708984,46.602500915527344,46.06999969482422,46.349998474121094,44.29555130004883,66416800.0,APPLE,64.47200088500976,61.30625047683716,63.156153526306156,62.98567657470703,2.392279251871031,1.5010903037656436,46.37131185031899
186,AAPL,2018-07-06,418,0.32690263157894733,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,44.909576416015625,69940800.0,APPLE,63.72956714630127,64.89273386001587,61.919560279846195,62.16875165939331,-1.3354140761773792,-0.03348485324295458,47.72643338797281
189,AAPL,2018-07-09,464,0.2966571120689655,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.53315734863281,79026400.0,APPLE,58.04085006713867,61.25642547607422,61.45479682922363,61.84495998382568,-0.3736807074519177,-0.09173771670887547,47.828559133660875
190,AAPL,2018-07-10,494,0.2525631578947368,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.47819519042969,63756400.0,APPLE,63.38358345031738,63.50595026016235,61.87146686553955,63.09545667648315,1.5957898798282883,0.5342533601723618,47.80298015923575
191,AAPL,2018-07-11,474,0.19243649789029535,47.125,47.44499969482422,46.90250015258789,46.970001220703125,44.88808059692383,75326000.0,APPLE,63.16600093841553,62.916417026519774,62.109243659973146,62.44049839019775,0.20617296442063804,0.38855774636136253,48.022463911485
192,AAPL,2018-07-12,525,0.2964287619047619,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.64065933227539,72164400.0,APPLE,61.954100608825684,62.668842029571536,63.29770030975342,63.019135093688966,0.6414450651384556,0.7525036755254241,47.7909507092919
193,AAPL,2018-07-13,414,0.32182946859903383,47.77000045776367,47.959999084472656,47.724998474121094,47.83250045776367,45.71233367919922,50055600.0,APPLE,59.78020076751709,59.67730054855347,60.75014045715332,62.50166017532349,-4.672042804547303,-0.9849614333743139,50.09528861306124
196,AAPL,2018-07-16,380,0.22957052631578947,47.880001068115234,48.162498474121094,47.60499954223633,47.727500915527344,45.61199188232422,60172400.0,APPLE,57.821183586120604,64.02224225997925,63.73281711578369,62.239738578796384,-0.35553364444434976,0.5603520325317652,48.64150360192493
197,AAPL,2018-07-17,451,0.28895942350332593,47.4375,47.967498779296875,47.29999923706055,47.86249923706055,45.741004943847656,62138000.0,APPLE,65.10899982452392,64.88847503662109,63.392300300598144,62.79300519943237,-1.0608844311917522,1.439767957558911,48.268740951794186
198,AAPL,2018-07-18,433,0.2885205542725173,47.94499969482422,47.95000076293945,47.48249816894531,47.599998474121094,45.490142822265625,65573600.0,APPLE,65.37116680145263,65.09765005111694,63.80537033081055,62.89622692108154,-1.6225327745348608,0.6616791644321507,48.439038397386206
199,AAPL,2018-07-19,517,0.2608069632495164,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,45.84375,81147200.0,APPLE,59.51396732330322,67.00902509689331,62.256800231933596,62.70922689437866,-2.7247619911025254,-0.40032121028724776,48.33120971175926
200,AAPL,2018-07-20,430,0.2805881395348837,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.73862838745117,82704800.0,APPLE,64.86809940338135,65.119633102417,64.39486003875733,63.04598348617554,0.5985540958618714,0.521803760399933,47.884033824096626
203,AAPL,2018-07-23,416,0.2874987980769231,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.77923583984375,63957600.0,APPLE,63.410515785217285,62.0642165184021,64.4940267944336,62.96433179855347,-1.2612191044254217,-0.6985873573576398,48.61899952697738
204,AAPL,2018-07-24,492,0.2629983739837398,48.11249923706055,48.415000915527344,48.01250076293945,48.25,46.11133575439453,74791600.0,APPLE,60.9305004119873,61.00352487564087,64.70709018707275,63.282251853942874,-0.7373938715526549,0.6508635011878907,48.87372293892108
205,AAPL,2018-07-25,472,0.2753368644067797,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.54616928100586,66839600.0,APPLE,68.45571708679199,64.70517492294312,65.43732013702393,62.923181800842286,-0.058979721654282,0.47400904663777665,48.06750632414859
206,AAPL,2018-07-26,558,0.24610609318996415,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.40043258666992,76304000.0,APPLE,65.07575016021728,63.16105031967163,63.742180023193356,63.86292520523071,-1.3765523397317807,-0.22587977397185918,48.91096163699877
207,AAPL,2018-07-27,513,0.25782729044834307,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.62870788574219,96096000.0,APPLE,64.59583358764648,66.34178380966186,65.53555011749268,63.55975858688355,-2.2660778329924156,0.1098673070338193,48.96974882047046
210,AAPL,2018-07-30,733,0.1797387448840382,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.37307357788086,84118000.0,APPLE,74.04410057067871,69.559925365448,66.98638339996337,65.10163028717041,1.6633827308089764,2.0023770716378637,46.67342535126608
211,AAPL,2018-07-31,889,0.2429767154105737,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.46385955810547,157492000.0,APPLE,65.10296688079833,65.65993366241455,65.30603691101074,64.81382196426392,-0.7138686518780446,0.733577050668428,48.24649114479111
212,AAPL,2018-08-01,1647,0.2585007893139041,49.782501220703125,50.439998626708984,49.32749938964844,50.375,48.142147064208984,271742800.0,APPLE,56.389816474914554,65.21695852279663,64.31962337493897,64.4334768486023,-4.70950255805225,-1.9200207666407532,50.097977853445244
213,AAPL,2018-08-02,1690,0.23036692307692308,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.54936981201172,249616000.0,APPLE,66.33141613006592,65.43589153289795,65.73380332946778,64.92753179550171,-1.990600927843154,0.0084625540100845,49.34937622863261
214,AAPL,2018-08-03,1195,0.24248251046025104,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.69272994995117,133789600.0,APPLE,67.56479988098144,61.832433223724365,65.04157348632812,64.86469512939453,-2.7637806374194014,-0.6538454823865587,49.844968201745054
217,AAPL,2018-08-06,726,0.2691039944903581,52.0,52.3125,51.76750183105469,52.26750183105469,49.950767517089844,101701600.0,APPLE,61.60405006408691,63.418199729919436,66.58754684448242,64.82382680892944,-1.0142147809894553,-0.8538381375082447,48.98825618187374
218,AAPL,2018-08-07,842,0.24304061757719714,52.33000183105469,52.375,51.689998626708984,51.77750015258789,49.482479095458984,102349600.0,APPLE,61.82524948120117,63.09794960021973,65.14557327270508,64.65881172180175,-4.488194854569713,-1.1623839759502472,50.23442006862876
219,AAPL,2018-08-08,592,0.2943511824324324,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.51593017578125,90102000.0,APPLE,67.75649909973144,64.68027458190917,66.44770324707031,65.94251169204712,0.8939897309802234,-0.18891293242957022,48.0976382347603
220,AAPL,2018-08-09,668,0.34611032934131736,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,49.905364990234375,93970400.0,APPLE,68.5365997314453,68.16929950714112,66.71456310272217,66.11343158721924,-1.1872858331053067,1.8119860495284765,48.49234196714547
221,AAPL,2018-08-10,536,0.22683824626865673,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.75672149658203,98444800.0,APPLE,75.50616664886475,67.459299659729,66.58274311065674,66.88450160980224,-0.4312429342064519,1.2561209293312434,47.92914992484263
224,AAPL,2018-08-13,506,0.29934426877470355,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,50.07799530029297,103563600.0,APPLE,68.15259990692138,68.34459981918334,67.3417696762085,66.44627824783325,-1.1240174116029777,-0.1414366896907331,48.785058887159984
225,AAPL,2018-08-14,613,0.2582177814029364,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,50.288970947265625,82992000.0,APPLE,64.98709964752197,70.24663314819335,66.55956966400146,65.9328032875061,-2.305452357286484,-0.7696494585611677,48.66555139656343
226,AAPL,2018-08-15,689,0.26501088534107403,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.406463623046875,115230400.0,APPLE,64.17596626281738,65.52223348617554,66.99574966430664,66.53193159103394,-0.8646903054774668,-0.5644404255141102,48.953204753352516
227,AAPL,2018-08-16,665,0.2549935338345865,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,51.14491653442383,114001600.0,APPLE,64.01411685943603,64.52860813140869,66.39809310913085,67.26493154525757,0.3794738523263703,-0.1649619113269079,49.28567446711751
228,AAPL,2018-08-17,938,0.23954786780383794,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,52.16627502441406,141708000.0,APPLE,67.74681663513184,65.96139144897461,66.91519969940185,67.19584819793701,0.06030064218897735,0.47046910365971173,48.84312350728642
231,AAPL,2018-08-20,764,0.19081479057591622,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.65798568725586,121150800.0,APPLE,67.20223445892334,67.38277559280395,67.98011337280273,67.06690835952759,0.8099039362958678,-0.04613096311361775,48.773271424233315
232,AAPL,2018-08-21,714,0.2812775910364146,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.557289123535156,104639200.0,APPLE,58.53273372650146,67.38880882263183,67.96380992889404,67.00343160629272,-1.2212060889607699,-0.6901347928470575,49.53166362143776
233,AAPL,2018-08-22,547,0.27727458866544785,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.5596923828125,76072400.0,APPLE,70.41735076904297,68.8428671836853,67.9042100906372,67.17595666885376,0.49725621944192255,-0.12982549983327663,48.65230010800784
234,AAPL,2018-08-23,540,0.3006701851851852,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,51.66518020629883,75532800.0,APPLE,70.57411708831788,67.24142570495606,66.654827003479,67.04387670516968,-1.3825458635023438,0.4333831336991491,49.0856533966471
235,AAPL,2018-08-24,471,0.2985815286624204,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,51.82582473754883,73905600.0,APPLE,64.21281642913819,69.05790872573853,67.05665344238281,66.81969827651977,-2.2933939270777444,-0.39649689404084865,49.149373383675226
238,AAPL,2018-08-27,583,0.3307530017152659,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,52.25258255004883,82100400.0,APPLE,68.41080055236816,68.00855855941772,67.73079357147216,67.53628162384034,0.5657012222607136,-0.1106256651974004,49.10482890825566
239,AAPL,2018-08-28,732,0.31159699453551915,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,52.6745491027832,91107200.0,APPLE,64.61226673126221,63.8230167388916,66.69587692260743,67.11469327926636,-1.1708247239016032,-0.7521177158228182,49.81513601005355
240,AAPL,2018-08-29,688,0.30201031976744186,55.037498474121094,55.872501373291016,54.852500915527344,55.744998931884766,53.460960388183594,109019200.0,APPLE,68.07221660614013,64.67650842666626,67.76785026550293,66.99758829116821,-2.3492669009764313,-0.9070061755291032,50.321658187736176
241,AAPL,2018-08-30,1241,0.24087929089443996,55.8125,57.064998626708984,55.599998474121094,56.25749969482422,53.95245361328125,195175200.0,APPLE,70.09614944458008,69.44901638031006,68.25562351226807,68.1218616104126,2.4262593002475796,1.4859485617343737,48.82558768737633
242,AAPL,2018-08-31,844,0.28217582938388625,56.627498626708984,57.217498779296875,56.5,56.907501220703125,54.57583236694336,173360400.0,APPLE,73.75349960327148,69.18984146118164,68.30587352752686,67.61053661346436,0.9650347194275781,1.3817657932730145,48.9421664859445
246,AAPL,2018-09-04,933,0.291459807073955,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,54.750850677490234,109560400.0,APPLE,78.8019666671753,72.36985807418823,70.30045009613038,68.35882995605469,2.9816554482822255,2.232036283057818,48.30439027212737
247,AAPL,2018-09-05,834,0.2730223021582734,57.247501373291016,57.41749954223633,56.275001525878906,56.717498779296875,54.39361572265625,133332000.0,APPLE,69.2877326965332,69.71314973831177,68.98154651641846,68.42337829589843,-2.6217912145799147,0.09408328046049153,49.85540365183826
248,AAPL,2018-09-06,737,0.1809997286295794,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.4897346496582,137160000.0,APPLE,68.39989891052247,69.05942449569702,69.05455307006837,68.43180498123169,-0.45366427784261987,-0.779255523980919,49.471579422216045
249,AAPL,2018-09-07,884,0.1720700226244344,55.462501525878906,56.342498779296875,55.1775016784668,55.32500076293945,53.05816650390625,150479200.0,APPLE,67.6661828994751,68.47695779800415,68.99351978302002,68.33633661270142,-3.272228633901989,-0.5356158146910728,49.972830079819076
252,AAPL,2018-09-10,954,0.1746571278825996,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.346092224121094,158066000.0,APPLE,62.42996654510498,65.41493272781372,67.19464633941651,67.83535158157349,-4.603078911251963,-2.2773348181831965,50.47479439644725
253,AAPL,2018-09-11,962,0.2480834719334719,54.502498626708984,56.07500076293945,54.13999938964844,55.962501525878906,53.66954803466797,142996000.0,APPLE,68.22356605529785,67.94487447738648,68.95607288360596,68.34343322753907,-0.6644474055459852,-0.577725996893663,49.773133773288336
254,AAPL,2018-09-12,2071,0.1723249154997586,56.23500061035156,56.25,54.959999084472656,55.26750183105469,53.00301742553711,197114800.0,APPLE,69.4030662536621,69.92024965286255,69.94698959350586,68.86778324127198,1.2322923487884054,0.34750521463841477,48.94475913815496
255,AAPL,2018-09-13,1175,0.23691182978723405,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,54.2833366394043,166825600.0,APPLE,68.74496707916259,66.3425916671753,70.82101634979249,69.29443330764771,1.3677835891766676,0.5431340444446959,49.145658536002365
256,AAPL,2018-09-14,837,0.24133751493428915,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,53.667144775390625,127997200.0,APPLE,69.3215835571289,69.06304998397827,68.79743305206298,68.52652828216553,1.0829856010026333,-0.21133134316994645,49.35857324313582
259,AAPL,2018-09-17,880,0.17145420454545454,55.537498474121094,55.73749923706055,54.317501068115234,54.470001220703125,52.23820877075195,148780400.0,APPLE,72.47264976501465,70.64900846481324,69.39403968811035,68.96014158248902,1.6645833687407219,1.897504714960495,47.69449476749478
260,AAPL,2018-09-18,815,0.20610171779141107,54.4474983215332,55.462501525878906,54.279998779296875,54.560001373291016,52.32450485229492,126286800.0,APPLE,64.02583332061768,66.78275842666626,67.66475971221924,68.1879381942749,-3.693359463023853,-1.1044568712854337,50.22075677453131
261,AAPL,2018-09-19,693,0.25650274170274173,54.625,54.904998779296875,53.82500076293945,54.592498779296875,52.35567855834961,108495200.0,APPLE,58.68549995422363,67.83024978637695,67.28683311462402,68.63438486099243,-3.0464684578657,-1.2992879150824321,50.215403117369796
262,AAPL,2018-09-20,693,0.3029888888888889,55.060001373291016,55.56999969482422,54.787498474121094,55.00749969482422,52.753684997558594,106435200.0,APPLE,66.960982131958,65.49340772628784,67.37697635650635,68.21576471328736,-2.8806101636913937,-1.0322547697837696,50.15222282354869
263,AAPL,2018-09-21,684,0.2689954678362573,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,52.185462951660156,384986800.0,APPLE,68.2591157913208,63.63280801773071,66.61505641937256,68.38481973648071,-0.7591822390148479,-0.4371941436803546,49.13333828575488
266,AAPL,2018-09-24,636,0.2967237421383648,54.20500183105469,55.314998626708984,54.157501220703125,55.1974983215332,52.93588638305664,110773600.0,APPLE,68.35486679077148,65.63328313827515,68.5310598373413,68.73428478240967,-1.2483272150878264,0.45341423258591995,49.6430145622678
267,AAPL,2018-09-25,664,0.23041340361445786,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,53.27155303955078,98217600.0,APPLE,68.51456718444824,66.66282482147217,67.61898658752442,68.77689308166504,-2.2003083513587,0.25381703614829265,49.89824239702742
268,AAPL,2018-09-26,594,0.2556804713804714,55.25,55.9375,54.939998626708984,55.10499954223633,52.847171783447266,95938800.0,APPLE,69.48541679382325,73.81740865707397,69.6322632598877,69.81349477767944,2.3296071050639,2.1867059998056577,47.726590962112915
269,AAPL,2018-09-27,171,0.28067894736842103,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,53.933284759521484,120724800.0,APPLE,77.67871685028076,71.37919197082519,68.62969654083253,69.7253564453125,-0.5131075080733893,0.8649776009005694,49.275896034849254
270,AAPL,2018-09-28,606,0.3208358085808581,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,54.12269592285156,91717600.0,APPLE,60.60783386230469,65.04662532806397,67.84589332580566,68.32463819503783,-3.953006139612995,-1.4939363037062021,50.57763106763741
273,AAPL,2018-10-01,542,0.31744317343173434,56.98749923706055,57.35499954223633,56.587501525878906,56.814998626708984,54.48712158203125,94403200.0,APPLE,64.55236701965332,69.96310882568359,67.3680500793457,68.38104488372802,-0.8959500202470139,-1.403963844281716,50.01112561526114
274,AAPL,2018-10-02,724,0.30769129834254144,56.8125,57.5,56.657501220703125,57.31999969482422,54.9714241027832,99152800.0,APPLE,69.90481719970703,67.94998397827149,68.16933010101319,68.38414989471435,1.589605850708324,-0.08063230147439987,49.331762143691456
275,AAPL,2018-10-03,14,0.18845,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,55.640350341796875,114619200.0,APPLE,74.15350036621093,68.07045049667359,68.70562351226806,68.43552661895752,-0.8516230516267456,0.9459649901531062,49.73217902445075
276,AAPL,2018-10-04,771,0.15153411154345006,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,54.66213607788086,128168000.0,APPLE,66.12568378448486,67.93602533340454,68.8391370010376,68.89600000381469,-2.6240038948875224,-0.257450314033563,49.747780071328904
277,AAPL,2018-10-05,761,0.18404533508541393,56.9900016784668,57.102500915527344,55.14500045776367,56.0724983215332,53.77503967285156,134322000.0,APPLE,55.36608352661133,67.40101680755615,67.6992836380005,67.71735504150391,-5.002460990277555,-2.228071866344911,50.87254378505836
280,AAPL,2018-10-08,419,0.22856443914081145,55.5525016784668,56.20000076293945,55.04999923706055,55.942501068115234,53.65037536621094,118655600.0,APPLE,73.18579959869385,69.65574169158936,69.45622352600098,69.17083665847778,2.7235234746222545,0.5884792650572659,48.567865439112595
281,AAPL,2018-10-09,601,0.2608883527454243,55.90999984741211,56.817501068115234,55.5625,56.717498779296875,54.39361572265625,107564000.0,APPLE,76.66970005035401,66.01789178848267,70.32794025421143,69.38642509460449,0.18748404464516,0.11294539607190227,49.26058943490996
282,AAPL,2018-10-10,729,0.19098737997256518,56.3650016784668,56.587501525878906,54.01250076293945,54.09000015258789,51.8737678527832,167962400.0,APPLE,60.74418354034424,65.88230819702149,66.79874687194824,68.21550506591797,-4.957324786425097,-2.277263868706976,50.6652319106958
283,AAPL,2018-10-11,856,0.2081404205607477,53.630001068115234,54.875,53.08000183105469,53.61249923706055,51.41583251953125,212497600.0,APPLE,56.70226707458496,65.75528364181518,67.27929355621337,68.11570009231568,-1.319563226408306,-2.2133058882006864,50.049862569562386
284,AAPL,2018-10-12,602,0.2777252491694352,55.10499954223633,55.720001220703125,54.209999084472656,55.52750015258789,53.252376556396484,161351600.0,APPLE,69.42118377685547,65.08268365859985,68.5614168548584,68.20365509033203,0.6403614483057396,-0.2687872236048361,49.878451406952244
287,AAPL,2018-10-15,618,0.19830582524271845,55.290000915527344,55.45750045776367,54.317501068115234,54.34000015258789,52.113525390625,123164000.0,APPLE,64.91899967193604,64.23303346633911,66.75978012084961,68.02345510482787,-0.22397559641977693,-0.20306733679479705,49.5662879296297
288,AAPL,2018-10-16,628,0.2629407643312102,54.73249816894531,55.747501373291016,54.189998626708984,55.537498474121094,53.26195526123047,116736000.0,APPLE,65.55389976501465,67.41566677093506,65.79110008239746,68.34678674697876,1.4297741212285757,0.5231166050502738,48.901010594121786
289,AAPL,2018-10-17,484,0.2380132231404959,55.57500076293945,55.65999984741211,54.834999084472656,55.29750061035156,53.031795501708984,91541600.0,APPLE,66.35360012054443,65.63629989624023,65.99579345703125,67.82898015975952,-0.7499217851778184,-0.2580772897319403,49.938335434000805
290,AAPL,2018-10-18,624,0.1816434294871795,54.46500015258789,54.935001373291016,53.25,54.005001068115234,51.79225540161133,130325200.0,APPLE,65.53760051727295,67.31927518844604,67.16487010955811,68.56882858276367,0.5785484666642446,1.13780942222987,48.47074194128615
291,AAPL,2018-10-19,627,0.21882950558213715,54.51499938964844,55.314998626708984,54.35749816894531,54.82749938964844,52.58104705810547,132314800.0,APPLE,59.864817237854005,67.29985008239746,65.54653007507324,67.57429857254029,-3.719279327568863,-0.5787200095372992,50.46506195195993
294,AAPL,2018-10-22,633,0.26606113744075827,54.9474983215332,55.84000015258789,54.73500061035156,55.162498474121094,52.90232849121094,115168400.0,APPLE,61.309349632263185,63.423475074768064,65.222653465271,66.88482349395753,2.052412483858987,-0.12035654143737912,49.678622634709576
295,AAPL,2018-10-23,768,0.16866822916666668,53.95750045776367,55.8125,53.67499923706055,55.682498931884766,53.40102005004883,155071200.0,APPLE,65.37234878540039,65.03011636734009,64.97597995758056,67.02549514770507,0.2900662520489874,0.28091074812437217,49.846442781578205
296,AAPL,2018-10-24,738,0.220069647696477,55.650001525878906,56.057498931884766,53.6349983215332,53.772499084472656,51.56927490234375,163702000.0,APPLE,63.80826606750488,64.43200778961182,64.81342987060548,66.66130174636841,-0.1547255048177476,-0.13408161096736787,49.50676901896091
297,AAPL,2018-10-25,707,0.20119377652050918,54.4275016784668,55.345001220703125,54.1875,54.95000076293945,52.69853210449219,119423200.0,APPLE,63.85216598510742,68.02689113616944,66.278973197937,66.53302171707153,0.6316773111219902,0.3326408220390418,49.17212320182034
